sms_id,sms_text,class
1467,U.S.P.S - The package has arrived at the warehouse and cannot be delivered due to incomplete address information.Confirm your address at the https:// (Copy the link to your Safari browser and open it),smishing
1468,"Your Amazon Account has been locked. We recently received multiple failed login attempts to your account. Recovery your account immediately click link bellow: http://s953909557.onlinehome.us/servweb Please take action on your account within 48 hours to avoid permanent suspension. Regards, Amazon Service",smishing
1469,Yo theres no class tmrw right?,benign
1470,But i haf enuff space got like 4 mb...,benign
1471,3bedr00m / 2bath only $364 a month ready for you NOW!! click here approvedlink.info/pvKdPvhsrMpn,smishing
1472,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,smishing
1473,"! https://irs.gov.secure-fundhub.com In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. Thank you for your cooperation! Sincerely, [IRS]",smishing
1474,And maybe some pressies,benign
1475,Ok i am on the way to home hi hi,benign
1476,O. Well uv causes mutations. Sunscreen is like essential thesedays,benign
1477,"T-MOB: Here is a gift to show ""thank you"" for your outstanding payment history. Congrats! SG201.com/OwWSP7qcg6",smishing
1478,I always chat with you. In fact i need money can you raise me?,benign
1479,Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx,benign
1480,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",smishing
1481,client-Swtcara739 these photos. Find below: http://vcljcy.com/rvjF706 shot you,smishing
1482,Dale We are still in the market to buy your 2022 Buena Village Dr HOME. Our new OFFER value has increased! We can CLOSE in less than a week and you won't have any REALTOR fees. Please review 5dexqo.com/82a103 ,smishing
1483,Hey... are you going to quit soon? Xuhui and i working till end of the month,benign
1484,Congratulations! Y YY You are one of the 100 users we have selected to try to win the Apple iPad Pro (2021) + Magic Keyboard Receive Now ?? http://winner@3117711444/tpi23?id=2f57943 Hurry up to pick up your prize today! Send Message...,smishing
1485,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,smishing
1486,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh,benign
1487,"Yo, you at jp and hungry like a mofo?",benign
1488,"BofA Alert: We 've placed a hold on your debit/atm card due to some unusual activity, To recover Visit https://profib04.com and verify your identity",smishing
1489,Easy ah?Then U wll get selected... its good..,benign
1490,Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.,benign
1491,	Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,smishing
1492,Meet after lunch la...,benign
1493,She went to attend another two rounds today..but still did't reach home..,benign
1494,Get Paid! Only takes 2 minutes http://boardingma.shopping/fEXyQZ,smishing
1495,1 5 Minute Survey For $100 Gift From Home Depot http://conquerpassing.com/L7NHjn,smishing
1496,EDD.BOA: EDD has disabled this card. ADDITIONAL VERIFICATION REQUIRED. VISIT http://serviceprocesses.me/kfuf3,smishing
1497,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),benign
1498,Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?,benign
1499,Lol yes. But it will add some spice to your day.,benign
1500,"	""For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk""",smishing
1501,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407166 (18+) 2 stop getstop on 88333 PHP,smishing
1502,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 ",smishing
1503,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",benign
1504,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. ",smishing
1505,I liked your new house,benign
1506,1 of 2 FRM:japho-Fe d3x.Ne.ws - MSG: Unsuccessful package from 1 April owed to you. Kindly assume ownership and confirm for delivery. (Con't) 2 of 2 https://wwj4w-fedex.us/jWXHwj?47965169(End) O?,smishing
1507,Dear (paytm)customer your paytm KYC has been suspended PAY-TM office PH 7044518857 Your Paytm A/C will block within 24hr Thank you.,smishing
1508,"Dear Customer Your order of 42.84 Euro has been approved if you didnt purchased anything or it you believe an unauthorized person has accessed your account, please access the link below http:/95.141.32.7:81/orders.aspx",smishing
1509,"Hello, are you looking for a part-time job now? We provide sales growth services for Amazon, and you can get a stable income of $30-200 in just one hour a day. You do not need to pay any deposit or membership fee, regardless of gender, 23-68 years old, and the Commission is paid every day. If you are interested, please add my telegram. t.me/JRE7708 or WhatsApp: +447920645377",smishing
1510,"What part of ""don't initiate"" don't you understand",benign
1511,I will send them to your email. Do you mind  &lt;#&gt;  times per night?,benign
1512,Suprise!!! https://tinyurl.com/TOR7zfT O,smishing
1513,I went to project centre?.I spent 3 hours there,benign
1514,U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795.,smishing
1515,Please tell me you have some of that special stock you were talking about,benign
1516,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,benign
1517,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,smishing
1518,Draw va?i dont think so:),benign
1519,"Urgent Message for CIBC Account Holder, Kindly login to confirm your login information Login to our secure server to check your information http://cibc.mobileupdate.granpianostudio.com/cibcfullz/Internet Support",smishing
1520,[Regions Alerts] Did you attempt a charge of $120.89 on your card at *GAMESTOP on 08/05/2022 at 5:10pm EST? Cancel request here: regionscardalerts.com,smishing
1521,S da..al r above  &lt;#&gt;,benign
1522,How many licks does it take to get to the center of a tootsie pop?,benign
1523,"ATM BLOCK:Dear customer, Due to our system upgrade your ATM card has just been De-Activated. To Re-Activate call customer care for help 8536074310 now.",smishing
1524,U.S.P.S - The package has arrived at the warehouse and cannot be delivered due to incomplete address information.Confirm your address at the link. https://axtras.cc (Copy the link to your Safari browser and open it) O A A,smishing
1525,"Sorry, I have some work..",benign
1526,Welp apparently he retired,benign
1527,Hows the street where the end of library walk is?,benign
1528,Burger King Request your Fr@@ and enter for fr@@ for a Year 1X3.me/3WJ0mm Send message,smishing
1529,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",benign
1530,Are you in castor? You need to see something,benign
1531,Its a part of checking IQ?.just did that for fun..,benign
1532,You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on 08714712413,smishing
1533,f3147403 best place to get a small Money - Installment Money up to $2000 go this link -> theusaloanhunters.ai%,smishing
1534,Cost co is acknowledging you as top tier shopper. There are 3 devices for you to pick from http://neckadvice.financial/PWvk1Wpa ,smishing
1535,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..",benign
1536,Ok... Then r we meeting later?,benign
1537,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,benign
1538,So when do you wanna gym?,benign
1539,Oh god i am happy to see your message after 3 days,benign
1540,I've not sent it. He can send me.,benign
1541,"Congratulations! You've been pre-approved for a $25,000 loan at 2.9% interest! Limited time offer. Apply now: quickcash-loans.com/apply",smishing
1542,"Dear Customer,U've been selected to stay in F1VE STAR hotels - FOR T0DAY'S DRAW! Holiday valued at INR 5,00,000.Dial 7679046492 to claim",smishing
1543,No problem. Talk to you later,benign
1544,"Your card has been charged $268.00 for the shipping of your MADSHNE 24"""" Caged Ceiling Fan with Lights. Call assistance at +18333981622 on 05/may/2023",smishing
1545,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",smishing
1546,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",smishing
1547,Hows the champ just leaving glasgow!,benign
1548,WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 7679046492,smishing
1549,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,benign
1550,Your OTP for UPI transaction of Rs.1000 to Suresh K is 456789. This OTP is valid for 5 minutes. DO NOT share OTP with anyone including bank officials.,benign
1551,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,smishing
1552,"Christine, urgent notice about the USPS package 2D76A4 from 08/01/2020. Click: a4nrv.info/YCdfXPIKIp",smishing
1553,Alert: 372-Month 4br/2bth home available near you no credit check http://5ot.short.gy/yQLk4sUm2dKc Send message,smishing
1554,(6171-M) RMO.00 AEON MY Rs. 4399 was charged on your card num**97 at LAZO-KLIA2 on 19/10/2016. Call 0327884425 if you did NOT perform this  TXN code356931,smishing
1555,Thanks honey. Have a great day.,benign
1556,Are you free now?can i call now?,benign
1557,"Erm … ill pick you up at about 6.45pm. That'll give enough time to get there, park and that.",benign
1558,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,benign
1559,"Sorry, I can help you on this.",benign
1560,"I'm in solihull, | do you want anything?",benign
1561,But you dint in touch with me.,benign
1562,"Its ok, called mom instead have fun",benign
1563,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can",benign
1564,So wats ur opinion abt him and how abt is character?,benign
1565,"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",smishing
1566,"URGENT! Dear FL1PKART Customer, We are trying to contact you. Last weekends draw shows that you w0n a Rs.6,00,000 prize GUARANTEED. Call 7908807538. Claim Code FLIP52. Valid 12hrs only. ",smishing
1567,FRM:KemH_-UPS-10esF SUBJ:www.nibtt9-upse.us//vofxbnno224123# MSG: :3lq9DWaATI-a,smishing
1568,"	Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669",smishing
1569,No no. I will check all rooms befor activities?that?s required?,benign
1570,"It wont b until 2.15 as trying 2 sort house out, is that ok?",benign
1571,K. I will sent it again?.sorry for the mistake?,benign
1572,Breaking: USA Says Goodbye to Dr Oz:holdadorn.com/OK2ROKY,smishing
1573,Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!,benign
1574,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",benign
1575,(Customer Alert-89e1-Contact our 24/7 Security-Department: 8776076856 #) EBT-Card Temporarily Frozen! MessagelD for 7608036 ,smishing
1576,"Hi, you still owe UPS $4.10 USD in customs fees for your previous package. Reply 1 to receive a secure link to pay your invoice.",smishing
1577,Your Axis Bank account is temporarily suspended due to failure in mandatory verification. Complete verification at axis-online-kyc.in to avoid account closure.,smishing
1578,So what do you guys do.,benign
1579,Not to worry. I'm sure you'll get it.,benign
1580,Alert: Your Edd account was just signed in new device. If this wasn't you kindly click here https://secur-34b0a-protect.duckdns.org/auth/ to regain the access or visit nearby branch.,smishing
1581,Yup ü not comin :-(,benign
1582,<#>B o A: We need you to confirm DEBIT info and email on file. If not access could be locked bit.ly/312QwOn,smishing
1583,CVS: Your number is picked among 798 customers to secure one reward. Fill in our quick survey within the next 3 hours to redeem one odxhh.cc/a3ikL66 ,smishing
1584,I'm in office now . I will call you  &lt;#&gt;  min:),benign
1585,CITIZENSBANK- A charge of $472.20 is on hold. Reply YES to process. Not you? Visit citizens-security01.com before August 11 Reply Opt-out to pause Alerts.,smishing
1586,	U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 0905809458,smishing
1587,I think its far more than that but find out. Check google maps for a place from your dorm.,benign
1588,what number do u live at? Is it 11?,benign
1589,CVS Appreciation Week: Complete Quick Survey and Earn up to $100 in Rewards senatedoublet.com/HU8KRY,smishing
1590,Networking job is there.,benign
1591,"Your Netflix membership is on hold. We're having some trouble with your current billing information. To using your account as normally, please follow the instructions by click on link below: https://onelink.to/memberbils.com_dir.p Netflix Services",smishing
1592,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile!",smishing
1593,"Dear Customer,U've been selected to stay in F1VE STAR hotels - FOR T0DAY'S DRAW! Holiday valued at INR 5,00,000.Dial 8927307655 to claim",smishing
1594,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,benign
1595,	We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,smishing
1596,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.",benign
1597,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",smishing
1598,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",smishing
1599,USPS: Your delivery has not completed due to address validation issues. Access uspstrack-ot.info for assistance with redelivery.,smishing
1600,"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.safe-paying.com The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service. 37 min",smishing
1601,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,smishing
1602,"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",smishing
1603,"Are you still looking for jobs online? Do you need extra income? Sellsr is looking for offline sales workers, ages 23-68, regardless of gender, at for $30-$200 a day. If you are interested, please send me a telegram at. t.me/+447864529328 Janey6583 or WhatsApp: +447521369469",smishing
1604,"Help us fight CORONAVIRUS by working from home - No experience required SMS sending JOB Work 2-3 hours daily on mobile and earn $5-$100 daily Click Here And Apply Now http://bit.ly/WHO-Jobs-Offer Vacancy till 31st march,2020",smishing
1605,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,benign
1606,Avail Yeti's HIGH CLASS HARD COOLER at discounted price this week and receive another water flask at no cost. http://pqlhvds.in/40611,smishing
1607,"T We appologize for the tempoary phone outage yesterday. You were one of the 25,000 affected clients. In return we are providing you with a $100 FREE GIFT! Please take this brief 30 second survey about Tmobile and we'll offer you a $100 free item. fartherpgmonarch.com/PbjiVby",smishing
1608,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),benign
1609,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",benign
1610,"Your account is on hold. We're having some trouble with your current billing information. Recovery your account immediately click link bellow: http://www.netflix.com:911@s955341113.onlinehome.us/ven Please take action on your account within 48 hours to avoid permanent suspension. Regards, Netflix Service",smishing
1611,"Hello, invite you to enter BTC discussion group and earn 5K-50K every day. Reply 1 and enter the link.???? https://chat.whatsapp.com/K106E9p3FvgAhOIYE5MA8v",smishing
1612,"Your K.Y.C has been updated successfully, you will get 1205 cashback in your wallet, To get cashback click here Link http://8629a7f1.ngrok.io",smishing
1613,What is the plural of the noun research?,benign
1614,"Subject: New Device Login A login attempt to your Amazon Shopping was made from an unknown browser. Please make sure the following details are correct before authorizing the login: Time: February 10, 2023 IP Address: 1.22.542.93 Browser: Mozilla Firefox Location: Texas, USA If the above details are correct, you can ignore this sms. If this not you click the following link to update your account. scnv.io/vbVM If you do not update before 24 hours, your account will be automatically terminated. ",smishing
1615,"Dear customer your PAY2TMKYC has been expired, It?s will be bl0cked within 24 hour, please contact customer! Care ph? 7044518857 immediately to verify",smishing
1616,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04,smishing
1617,(UPS) notice about your order package: #UPS-IXZYJTSL On Hold. confirm your zip code: https://is.gd/Ybkgm2 O,smishing
1618,K..i deleted my contact that why?,benign
1619,Pick you up bout 7.30ish? What time are  and that going?,benign
1620,Will it help if we propose going back again tomorrow,benign
1621,"Your overdue final toll invoice has been put on hold, please deal with it promptly, details:tinyurl.com/Rauchk",smishing
1622,"Oh... Icic... K lor, den meet other day...",benign
1623,<#> Bank Of America EDD Msg #019: Your EDD Card Has Been Temporarily Suspended Due to a Unrecognized Transaction Attempt. Please Review Recent Transactions at : http://22-sc.com/ouBfl,smishing
1624,How are you doing. How's the queen. Are you going for the royal wedding,benign
1625,	Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,smishing
1626,200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,smishing
1627,on hen night. Going with a swing,benign
1628,I HAVE A DATE ON SUNDAY WITH somebody I know!!,benign
1629,Ü eatin later but i'm eatin wif my frens now lei... Ü going home first?,benign
1630,"Hi there.nice to meet you.I have a female friend with a good financial. She have no time to make friends for busy work, now she want to marry a man between 27 and 55 years old, if you are more than 27 years old to 55 years old. Reply the number ""1"" and Click the link to message her immediately. https://wa.me/13213360655 Wish you have a happy life.",smishing
1631,Its a part of checking IQ,benign
1632,Good morning princess! Have a great day!,benign
1633,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,smishing
1634,"Michael, are you stressed out? CBD has been medically proven to help support stress, anxiety and pain? cbdnews2.best/bhUisK72aa Reply STOP to opt out. ",smishing
1635,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,benign
1636,Please CALL 08712402578 immediately as there is an urgent message waiting for you,smishing
1637,Esther Money may be owed to you that you're not aware of. Expiring soon: bdhicy.com/okrWt zkMU6n1 Reply Stop to Stop. ,smishing
1638,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £350 prize. To collect is easy. Just call 09061743385,smishing
1639,"Hello mate, your FEDEX package with tracking code GB-6412-GH83 is waiting for you to set delivery preferences: c7dvr.info/FGdGtk12vilM O",smishing
1640,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? Leave this for now...I've cried enough today.",benign
1641,	important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,smishing
1642,"Sorry, I'll call later..in a meeting..",benign
1643,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",smishing
1644,iPad Pro for CID#24355 https::http://cyntrothm.shop/ipadP.php ,smishing
1645,"The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. https://usps-address-amend.com (Please reply Y, then exit the text message and open it again to activate the link, or copy the link and open it in your Safari browser). O'",smishing
1646,"Work Part-Job From Home at your leisure This Won't disturb you from your current job, Age 18yrs above employee must of a computer and printer..If interested send sms to James +1 (509) 785-6416 for details",smishing
1647,Can you open the door?,benign
1648,"<Subject: NoSubject> Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: mentioningdears.com/nzWjdtrM93",smishing
1649,This is a gift to express our gratitude for your exceptional payment record. HAPPY 2023! T Mobile POSC9.XYZ/YgSpZZjZoh,smishing
1650,"	449050000301 You have won a £2,000 price! To claim, call 09050000301.",smishing
1651,"I am real, baby! I want to bring out your inner tigress...",benign
1652,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,smishing
1653,WELLS FARGO: Validation required on your account wowgo.app.link/luAzIC,smishing
1654,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,benign
1655,Did u see what I posted on your Facebook?,benign
1656,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends?.",benign
1657,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".",benign
1658,You are a big chic. Common. Declare,benign
1659,Gudnite....tc...practice going on,benign
1660,"Your invoice for last month is received. Thank you, here's our tiny reward for u: C1t8S.com/YSjV01xa09",smishing
1661,Your Amazon account has been charged with $499. Call Amazon Support if you did not authorize this transaction. Call Support for refund +1-888-210-6365,smishing
1662,"Thanks ""Michael"" for paying your phone bill on time for 10 years! You are qualified for a platinum membership a2ern.info/NbnOOCaXOm iPhone 11 reward included",smishing
1663,CIBC BANK ALERT! Your account starting with 4506* has been suspended. Please Verify your account : https://Cibc-security-department2023.com,smishing
1664,"Hello, would you kindly permit the ASHOC ENERGY DRINK 10 inch logo or sticker on your bike, car, or truck, and make $700 every week. follow https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIKWdsW0yxEjajBLZtrQAAAAAAAAAAAAMAAFKUZBIURFg1TU8wQlhSTVBSSKJHSIhRSU1YROJHUS4u THANKS! BEST REGARD",smishing
1665,I sent them. Do you like?,benign
1666,	Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobil+ Free Camcorder reply or call 08000930705.,smishing
1667,My friends use to call the same.,benign
1668,Gd luck 4 ur exams :-),benign
1669,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",smishing
1670,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),benign
1671,"(IRS2023) You federal return was ban-by the IRS.Don't worry, we'll help you to Fix it,tap here> // 1rs.megabotikas.com/1rs",smishing
1672,U.S.P.S - The package has arrived at the warehouse and cannot be delivered due to incomplete address information.Confirm your address at the link. 06ya2.za.com (Copy the link to your Safari browser and open it),smishing
1673,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,smishing
1674,What???? Hello wats talks email address?,benign
1675,<Subject: Friend Req> Do Hey It looks like we live really close. Check me out 3woe.xyz/bApNnm3lur Lets chat and maybe meet up soon. Talk soon,smishing
1676,Hi this is Sammy and I just loaded new my best videos in my personal site. find it here: http://slzbyy.com/GvR0t2ZV,smishing
1677,She's good. How are you. Where r u working now,benign
1678,"Damn, can you make it tonight or do you want to just wait til tomorrow",benign
1679,"""Cinco de Eye-o"""". 5 vision correction procedures. Which is best for you? 858-452-3937 Clearview Laser https://urlsr.com/LY9llxL TextSTOPoptout",smishing
1680,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,benign
1681,"I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor...",benign
1682,"aid, button chairman click to ajoin, whatsapp://chat/?code=Du6Jp7K4UmH8f7pi1rGeys t",smishing
1683,Another month. I need chocolate weed and alcohol.,benign
1684,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, call 08718738034, EXP. 30Apr",smishing
1685,AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.,benign
1686,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,smishing
1687,"The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link within 12 hours. usps.upspb.com (Please reply to 1, then exit the SMS, open the SMS activation link again, or copy the link to browser and open it) The US Postal team wishes you a wonderful day",smishing
1688,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,benign
1689,"Didn't try, g and I decided not to head out",benign
1690,"Hurry up, I've been weed-deficient for like three days",benign
1691,Those ducking chinchillas,benign
1692,4:42 FRM:Navy Federal Credit Union.DEBIT LOCKED SUBJ:Contact 8443998279 MSG::1294,smishing
1693,U.S.P.S - The package has arrived at the warehouse and cannot be delivered due to incomplete address information.Confirm your address at the link. https://uuhups.com (Copy the link to your Safari browser and open it),smishing
1694,"Thank you for understanding, you are a kind person, we met in the wrong way, this is fate, my name is Molly, what is your name?",smishing
1695,Try this Keto for 7 days and your friends won't recognize you. It's replaced workouts kmhgsq98am.co/3injuan Reply END to unsubscribe ,smishing
1696,When i have stuff to sell i.ll tell you,benign
1697,He needs to stop going to bed and make with the  dealing,benign
1698,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . G o o d n i g h t . . .@",benign
1699,"URGENT! Your Mobile number has been awarded with a INR.2,00,000 prize GUARANTEED. Call 6299257179 from land line. Claim 3030. Valid 12hrs only",smishing
1700,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?""",benign
1701,I dont want to hear philosophy. Just say what happen,benign
1702,Y.our in.voice for la.st mo.nth was p.aid. Thanks.. he.re's our small pres.ent fo.r u: uEZF2.Com/GDI2hthgG1,smishing
1703,If he wll start searching he will get job in few days.,benign
1704,Win a £1000 cash prize or a prize worth £5000,smishing
1705,XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our mobile customers to receive a $ 400 reward. Just call 09066364589,smishing
1706,NEWS: 530-month for a 3bed:2bath house in your area No credit needed. click here approvedsite.info/VH7nwolBrOeH,smishing
1707,Ü go home liao? Ask dad to pick me up at 6...,benign
1708,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,benign
1709,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",smishing
1710,"You are kindly encouraged to be a participant in Home Depot's review for 2022. Get paid for your time by responding by October 12, 2022. http://flexibleupward.com/5KP7du ",smishing
1711,"Yup, no need. I'll jus wait 4 e rain 2 stop.",benign
1712,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,smishing
1713,Y bishan lei... I tot ü say lavender?,benign
1714,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",benign
1715,"Did you purchase 1 gift card(s) from Steam Card Delivery? Reply YES or NO, if YES continue with order. If NO, reject the order.",smishing
1716,Hello. I'm Emily. Just found your house in the neighborhood and thought of reaching out to you re: a sale for it. Any interest? ,smishing
1717,This is a Flex Alert! The power is ours to help stop an outage now. Conserve energy by delaying laundry until the morning. Learn more at https://flexalert.link/fourtonine?id=66ZA - stop2end,smishing
1718,Don't ever leave home without it ... the Tiger or the WOOD http://healthdoor.boutique/d8uGZhsJ,smishing
1719,ALERT: *5* apps on your phone are breaching its security defenses. Ensure your safety by deleting these programs: dirqzoc.com/xAW58d60,smishing
1720,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,smishing
